age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscribed_bin,never_contacted,balance_segment,segment,propension_score,score_decile,priorite
50,management,married,secondary,no,1165,no,no,cellular,16,jul,455,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.7477292879344868,D7,PRIORITÉ 1 — Contacter en urgence
58,technician,married,secondary,no,99,no,no,telephone,22,sep,396,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.7466339746574255,D7,PRIORITÉ 1 — Contacter en urgence
33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9527906750475741,D10,PRIORITÉ 1 — Contacter en urgence
36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173.0,1,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.7271461674442827,D7,PRIORITÉ 1 — Contacter en urgence
51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.9080145465012053,D9,PRIORITÉ 1 — Contacter en urgence
35,technician,single,tertiary,no,5301,no,no,cellular,21,nov,937,2,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8628929949772998,D8,PRIORITÉ 1 — Contacter en urgence
35,management,single,tertiary,no,7918,no,no,cellular,7,sep,497,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8982401373295895,D9,PRIORITÉ 1 — Contacter en urgence
34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.6796249218370113,D6,PRIORITÉ 1 — Contacter en urgence
45,management,married,tertiary,no,160,no,no,cellular,30,apr,619,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.8645148574558266,D8,PRIORITÉ 1 — Contacter en urgence
24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370.0,1,other,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.7822416161243991,D7,PRIORITÉ 1 — Contacter en urgence
45,,married,tertiary,no,406,no,no,cellular,7,sep,314,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.7195989016385216,D7,PRIORITÉ 1 — Contacter en urgence
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140.0,4,failure,yes,1,0,Q1 — Faible solde,TIÈDE,0.3318462132807014,D5,PRIORITÉ 3 — Nurturing
30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.7573673626397488,D7,PRIORITÉ 1 — Contacter en urgence
60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,1,124.0,9,other,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.858341400201402,D8,PRIORITÉ 1 — Contacter en urgence
40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242.0,9,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.6585617329052174,D6,PRIORITÉ 1 — Contacter en urgence
25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,,0,,yes,1,1,Q1 — Faible solde,FROID,0.944679683704432,D10,PRIORITÉ 1 — Contacter en urgence
48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9400862854502164,D10,PRIORITÉ 1 — Contacter en urgence
28,admin.,single,secondary,no,762,no,no,cellular,18,sep,115,3,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.49772122432931754,D5,PRIORITÉ 2 — À qualifier
55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273.0,1,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.6691543841997938,D6,PRIORITÉ 1 — Contacter en urgence
47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.8133597936554736,D8,PRIORITÉ 1 — Contacter en urgence
32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.45163799471608135,D5,PRIORITÉ 2 — À qualifier
55,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,237,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.3319009165937433,D5,PRIORITÉ 3 — Nurturing
27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356.0,1,failure,yes,1,0,Q1 — Faible solde,FROID,0.6523181863843197,D6,PRIORITÉ 1 — Contacter en urgence
42,management,married,tertiary,no,1435,yes,no,cellular,7,may,1148,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.9039605868455287,D9,PRIORITÉ 1 — Contacter en urgence
47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8450634601808966,D8,PRIORITÉ 1 — Contacter en urgence
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97.0,8,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.6400195040505247,D6,PRIORITÉ 1 — Contacter en urgence
64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.8379510027110585,D8,PRIORITÉ 1 — Contacter en urgence
34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92.0,6,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.8950828272735326,D9,PRIORITÉ 1 — Contacter en urgence
72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64.0,12,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.8936463105624243,D9,PRIORITÉ 1 — Contacter en urgence
27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.9059852079846384,D9,PRIORITÉ 1 — Contacter en urgence
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290.0,3,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9498383313021038,D10,PRIORITÉ 1 — Contacter en urgence
19,student,single,,no,108,no,no,cellular,10,aug,168,1,182.0,2,success,yes,1,0,Q1 — Faible solde,CHAUD,0.947481428010342,D10,PRIORITÉ 1 — Contacter en urgence
33,admin.,married,secondary,no,920,no,no,cellular,30,apr,344,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.7048948778973047,D7,PRIORITÉ 1 — Contacter en urgence
36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.7083660400888822,D7,PRIORITÉ 1 — Contacter en urgence
26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91.0,2,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8754002299510152,D9,PRIORITÉ 1 — Contacter en urgence
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9244024762142726,D10,PRIORITÉ 1 — Contacter en urgence
24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.9179171713056042,D10,PRIORITÉ 1 — Contacter en urgence
28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8695209693151745,D9,PRIORITÉ 1 — Contacter en urgence
58,,married,,no,1547,no,no,telephone,5,aug,1186,4,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8745591660294618,D9,PRIORITÉ 1 — Contacter en urgence
59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.333961891801662,D5,PRIORITÉ 3 — Nurturing
46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8615594374812593,D8,PRIORITÉ 1 — Contacter en urgence
49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.768828655262656,D7,PRIORITÉ 1 — Contacter en urgence
45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.8560318094958591,D8,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9346688867405644,D10,PRIORITÉ 1 — Contacter en urgence
46,blue-collar,married,secondary,no,1147,yes,no,cellular,20,apr,720,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.7995464451495855,D7,PRIORITÉ 1 — Contacter en urgence
29,management,single,tertiary,no,1170,no,no,cellular,20,apr,453,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8911487068401829,D9,PRIORITÉ 1 — Contacter en urgence
30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.6854227620531156,D6,PRIORITÉ 1 — Contacter en urgence
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,97.0,6,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9274293371010349,D10,PRIORITÉ 1 — Contacter en urgence
31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.7633012242346062,D7,PRIORITÉ 1 — Contacter en urgence
33,blue-collar,single,primary,no,127,yes,no,,29,may,1059,2,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.847770878668981,D8,PRIORITÉ 1 — Contacter en urgence
49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.5413694695304413,D6,PRIORITÉ 2 — À qualifier
30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.5986232106907352,D6,PRIORITÉ 2 — À qualifier
29,self-employed,single,tertiary,no,121,yes,no,,30,may,1500,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.8988563233858254,D9,PRIORITÉ 1 — Contacter en urgence
44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.430741463076753,D5,PRIORITÉ 2 — À qualifier
34,blue-collar,married,secondary,no,2495,yes,no,,23,may,924,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8226784896869122,D8,PRIORITÉ 1 — Contacter en urgence
62,retired,married,secondary,no,569,no,no,cellular,4,feb,94,5,184.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.6722009906944851,D6,PRIORITÉ 1 — Contacter en urgence
58,management,married,tertiary,no,473,no,no,cellular,18,feb,1109,1,262.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9476335462775302,D10,PRIORITÉ 1 — Contacter en urgence
60,management,married,tertiary,no,474,no,no,cellular,31,aug,415,5,186.0,3,other,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.8988054915715488,D9,PRIORITÉ 1 — Contacter en urgence
62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.6464584425474731,D6,PRIORITÉ 1 — Contacter en urgence
53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193.0,1,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.9496772633461306,D10,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,no,520,no,no,cellular,3,feb,443,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.7669619525150325,D7,PRIORITÉ 1 — Contacter en urgence
39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.8237400270205201,D8,PRIORITÉ 1 — Contacter en urgence
58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.7916844728047924,D7,PRIORITÉ 1 — Contacter en urgence
38,admin.,single,secondary,no,3239,no,no,,5,jun,817,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8681810207134298,D9,PRIORITÉ 1 — Contacter en urgence
56,technician,married,secondary,no,23,no,no,cellular,20,nov,857,3,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.7689863114546912,D7,PRIORITÉ 1 — Contacter en urgence
52,management,married,tertiary,no,40,no,no,cellular,19,nov,1265,3,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.8043391953120166,D8,PRIORITÉ 1 — Contacter en urgence
45,management,married,tertiary,no,226,yes,no,cellular,13,aug,177,6,179.0,10,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8557345105795386,D8,PRIORITÉ 1 — Contacter en urgence
28,management,single,tertiary,no,939,yes,no,,27,may,740,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8008772171089577,D8,PRIORITÉ 1 — Contacter en urgence
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.6636217598076725,D6,PRIORITÉ 1 — Contacter en urgence
29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.3837740122412867,D5,PRIORITÉ 2 — À qualifier
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92.0,1,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9056233261482227,D9,PRIORITÉ 1 — Contacter en urgence
31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.8183109985851286,D8,PRIORITÉ 1 — Contacter en urgence
31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77.0,3,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9193175286569737,D10,PRIORITÉ 1 — Contacter en urgence
57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.3144942716080633,D5,PRIORITÉ 3 — Nurturing
25,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.9113042953087613,D9,PRIORITÉ 1 — Contacter en urgence
27,management,single,secondary,no,843,no,no,cellular,8,jan,187,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.3597754798236932,D5,PRIORITÉ 2 — À qualifier
24,blue-collar,married,primary,no,656,yes,no,,16,may,894,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8932265068596663,D9,PRIORITÉ 1 — Contacter en urgence
39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185.0,1,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9341624164218273,D10,PRIORITÉ 1 — Contacter en urgence
27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,,0,,yes,1,1,Q1 — Faible solde,FROID,0.9266712615358671,D10,PRIORITÉ 1 — Contacter en urgence
24,self-employed,single,tertiary,no,2984,yes,no,,27,may,935,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8928299383790853,D9,PRIORITÉ 1 — Contacter en urgence
56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.3468524981871037,D5,PRIORITÉ 3 — Nurturing
33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8680179872400546,D9,PRIORITÉ 1 — Contacter en urgence
38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95.0,7,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9327329020943895,D10,PRIORITÉ 1 — Contacter en urgence
34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.7792843505536807,D7,PRIORITÉ 1 — Contacter en urgence
45,blue-collar,married,secondary,no,154,yes,no,,7,may,1138,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.833249050229099,D8,PRIORITÉ 1 — Contacter en urgence
35,management,married,tertiary,no,1731,no,no,cellular,31,jul,361,4,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.5106111094962602,D5,PRIORITÉ 2 — À qualifier
52,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,8,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.7948850065459179,D7,PRIORITÉ 1 — Contacter en urgence
38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251.0,2,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9448812810086914,D10,PRIORITÉ 1 — Contacter en urgence
23,technician,single,tertiary,no,1129,yes,no,,28,may,806,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8290022517052592,D8,PRIORITÉ 1 — Contacter en urgence
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183.0,4,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9532592680642568,D10,PRIORITÉ 1 — Contacter en urgence
36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.7226833989591356,D7,PRIORITÉ 1 — Contacter en urgence
33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.7747033230522049,D7,PRIORITÉ 1 — Contacter en urgence
43,management,single,tertiary,no,2081,no,no,cellular,22,oct,554,3,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8605664908259305,D8,PRIORITÉ 1 — Contacter en urgence
41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.447800785586855,D5,PRIORITÉ 2 — À qualifier
46,technician,married,secondary,no,332,yes,no,,9,may,772,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.7501794653391954,D7,PRIORITÉ 1 — Contacter en urgence
60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.80236407872816,D8,PRIORITÉ 1 — Contacter en urgence
40,unemployed,married,secondary,no,1960,yes,no,,2,jun,605,6,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.5557450817447837,D6,PRIORITÉ 2 — À qualifier
33,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,763,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.8566088335065163,D8,PRIORITÉ 1 — Contacter en urgence
35,self-employed,married,secondary,no,188,yes,yes,,5,jun,1865,2,,0,,yes,1,1,Q2 — Solde moyen-bas,FROID,0.9223426537884073,D10,PRIORITÉ 1 — Contacter en urgence
36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.6041033753082437,D6,PRIORITÉ 1 — Contacter en urgence
28,student,single,secondary,no,1377,yes,no,cellular,14,may,688,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8931256678493134,D9,PRIORITÉ 1 — Contacter en urgence
60,retired,married,secondary,no,523,no,no,cellular,13,aug,192,3,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.2380242161066704,D4,PRIORITÉ 3 — Nurturing
47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.3638050182143923,D5,PRIORITÉ 2 — À qualifier
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347.0,3,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.8598127239536387,D8,PRIORITÉ 1 — Contacter en urgence
53,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102,3,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.9271104360881406,D10,PRIORITÉ 1 — Contacter en urgence
39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170.0,4,other,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.7368784219519741,D7,PRIORITÉ 1 — Contacter en urgence
46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.7271090153070029,D7,PRIORITÉ 1 — Contacter en urgence
34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86.0,1,success,yes,1,0,Q1 — Faible solde,CHAUD,0.8450087130876787,D8,PRIORITÉ 1 — Contacter en urgence
58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111.0,6,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.8105845983585713,D8,PRIORITÉ 1 — Contacter en urgence
34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187.0,5,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8831960313946574,D9,PRIORITÉ 1 — Contacter en urgence
33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91.0,3,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9635369681061978,D10,PRIORITÉ 1 — Contacter en urgence
42,technician,single,,no,11115,no,no,cellular,30,apr,328,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8676631669269409,D9,PRIORITÉ 1 — Contacter en urgence
32,services,single,secondary,no,486,no,no,cellular,29,jan,1181,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.8806006103923186,D9,PRIORITÉ 1 — Contacter en urgence
47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,155.0,3,other,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8615125080962385,D8,PRIORITÉ 1 — Contacter en urgence
35,blue-collar,married,,no,1201,no,no,,18,jun,537,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.5634226011671788,D6,PRIORITÉ 2 — À qualifier
77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277.0,12,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.7419813759600559,D7,PRIORITÉ 1 — Contacter en urgence
62,retired,married,,no,800,no,no,cellular,17,feb,737,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8992613048705226,D9,PRIORITÉ 1 — Contacter en urgence
62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.511345775372895,D5,PRIORITÉ 2 — À qualifier
38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.5391489958205562,D6,PRIORITÉ 2 — À qualifier
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9244767705811264,D10,PRIORITÉ 1 — Contacter en urgence
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92.0,3,failure,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.6539796925825835,D6,PRIORITÉ 1 — Contacter en urgence
31,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8710806382358085,D9,PRIORITÉ 1 — Contacter en urgence
38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183.0,3,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9617472703952143,D10,PRIORITÉ 1 — Contacter en urgence
31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,1,,0,,yes,1,1,Q2 — Solde moyen-bas,FROID,0.8725994197486433,D9,PRIORITÉ 1 — Contacter en urgence
34,blue-collar,married,primary,no,1031,yes,no,,29,may,751,3,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.7110132358948575,D7,PRIORITÉ 1 — Contacter en urgence
33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.9229980019453189,D10,PRIORITÉ 1 — Contacter en urgence
38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.6304086999444851,D6,PRIORITÉ 1 — Contacter en urgence
28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194.0,1,other,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.5534721320374171,D6,PRIORITÉ 2 — À qualifier
67,retired,single,tertiary,no,2144,no,no,telephone,21,apr,847,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.9121056860398989,D9,PRIORITÉ 1 — Contacter en urgence
